model	price(₽)	old_price(₽)	rating	rating_count	company	color	release_date	country	weight(g)	diagonal(inches)	display	refresh_rate(Hz)	memory(Gb)	ram(Gb)	battery(mAh)	processor	front_camera(Mpix)	main_camera
Смартфон Samsung Galaxy S24+ 12/512GB Черный EAC	105999		5	3	Samsung	Черный	2024-01		197	6.7	Dynamic AMOLED 2X	120	512	12	4900	10-ядерный Exynos 2400 3.30 ГГц	12	Три модуля (50 + 12 + 10 Mpix)
Смартфон Samsung Galaxy S24 Ultra 12/1TB Желтый Титан EAC	159999		5	3	Samsung	Желтый	2024-01		168	6.8	Dynamic AMOLED 2X	120	1	12	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон Samsung Galaxy A55 8/128GB Темно-синий EAC	37999	41999	4.5	2	Samsung	Черный	2024-03		213	6.6	Super AMOLED	120	128	8	5000	8-ядерный Samsung Exynos 1480 2.40 ГГц	32	Три модуля (50 + 12 + 5 Mpix)
Смартфон TECNO Camon 20 Pro 256GB Предрассветный черный RU	17999	23999	5	7	TECNO	Черный	2023-06	Китай	185	6.7	AMOLED		256	8	5000	8-ядерный MediaTek HELIO G99 2.20 ГГц	32	Два модуля (64 + 2 Mpix)
Смартфон Xiaomi 14 512GB Белый RU	94999	109999			Xiaomi	Белый	2024-02	Китай	188	6.36	AMOLED	90	512	12	4610	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	32	Два модуля (50 + 50 Mpix + 3D ToF)
Смартфон TECNO Pova Neo 3 8/128GB Черный RU	12499	14990	5	3	TECNO	Черный	2023-07	Китай		6.8	IPS		128	8	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (16 + 2 Mpix)
Смартфон realme C55 128GB Черный RU	11999	16999	5	54	realme	Черный	2023-04	Китай	189.5	6.72	Full HD IPS		128	6	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8	Два модуля (64 + 2 Mpix)
Смартфон Xiaomi Redmi 13C 128GB Синий RU	10999		3	1	Xiaomi	Синий	2023-12	Китай	192	6.74	IPS	90	128	4	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон Samsung Galaxy S24 8/128GB Фиолетовый EAC	74999		5	3	Samsung	Фиолетовый	2024-01		168	6.2	Dynamic AMOLED 2X	120	128	8	4000	8-ядерный Exynos 2400 3.30 ГГц	12	Три модуля (50 + 12 + 10 Mpix)
Смартфон HONOR 90 Lite 256GB Серебристый EAC	17999	29999	5	1	HONOR	Серебристый		Китай	179	6.7	LTPS LCD		256	8	4500	8-ядерный MediaTek Dimensity 6020 2.20 ГГц	16	Три модуля (100 + 5 + 2 Mpix)
Смартфон Itel S23 128GB Белый RU	6499	9190	5	5	Itel		2023-09	Китай	195	6.56	LCD		128	4	5000	8-ядерный Unisoc T606 1.60 ГГц	8	Два модуля (50 + 8 Mpix)
Смартфон HONOR 200 Lite 8/256GB Полночный черный EAC	24999	26999			HONOR	Черный	2024-02	Китай	166	6.7	AMOLED	90	256	8	4500	8-ядерный MediaTek Dimensity 6080 2.40 ГГц	50	Три модуля (108 + 5 + 2 Mpix)
Смартфон Xiaomi Redmi 9A 32GB Granite Gray RU	5299		4.5	4	Xiaomi	Серый	2020-08	Китай	194	6.53	IPS		32	2	5000	8-ядерный MediaTek Helio G25 2.00 ГГц	5	13 Mpix
Смартфон realme 12 8/512GB, Pioneer Green RU	25999	29999	5	12	realme	Зеленый	2024-06	Китай	187	6.67	Full HD Plus AMOLED	120	512	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16	Два модуля (50 + 2 Mpix)
Смартфон Samsung Galaxy A14 128GB Зеленый RU	13499				Samsung	Зеленый	2023-03		201	6.6	PLS TFT LCD		128	4	5000	8-ядерный Exynos 850 2.00 ГГц	13	Четыре модуля (50 + 5 + 2 + 2 Mpix + 3D ToF)
Смартфон HUAWEI nova Y61 64GB Мятный зеленый EAC	8499				HUAWEI			Китай	188	6.52	LCD IPS		64	6	5000	8-ядерный Kirin 710A	5	Три модуля (50 + 2 + 2 Mpix)
Смартфон realme C63 8/256, Зеленый нефрит RU	14999	16999			realme	Зеленый	2024-07	Китай	191	6.74	IPS	90	256	8	5000	8-ядерный Unisoc TIGER T612 1.80 ГГц	8	Два модуля (50 Mpix)
Смартфон Infinix Smart 7 Plus 3/64GB Синий RU	6999				Infinix	Синий	2023-07	Китай	207	6.6	IPS	60	64	3	6000	8-ядерный Unisoc Spreadtrum SC9863A 2.00 ГГц	8	Два модуля (13 + 0.08 Mpix)
Смартфон Infinix Smart 8 Pro 4/64GB, синий	7999				Infinix	Синий		Китай	184	6.56	HD Plus IPS	90	64	4	5000	8-ядерный MediaTek G36 2.20 ГГц	8	Два модуля (50 + 0.80 Mpix)
Смартфон Samsung Galaxy S24 Ultra 12/512GB Серый Титан EAC	129999		5	3	Samsung	Серый	2024-01		168	6.8	Dynamic AMOLED 2X	120	512	12	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон HONOR X9b 12/256GB Оранжевый EAC	30999	34990	5	8	HONOR	Оранжевый	2024-06	Китай	185	6.78	AMOLED		256	12	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16	Три модуля (108 + 5 + 2 Mpix)
Смартфон Infinix HOT 30 4/128 Зеленый RU	11999	15999	5	4	Infinix	Зеленый	2023-07	Китай	196	6.78	IPS	90	128	4	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8	Два модуля (50 + 0.30 Mpix)
Смартфон HUAWEI nova Y90 128GB Изумрудно-зеленый RU	12990		5	102	HUAWEI	Зеленый	2022-09	Китай	195	6.7	IPS		128	4	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8	Три модуля (50 + 2 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 8/512GB Midnight Black RU	25999	26999	5	2	Xiaomi	Черный	2024-08	Китай	188	6.67	AMOLED	120	512	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16	Три модуля (108 + 8 + 2 Mpix)
Смартфон Poco X6 5G 8/256GB Black RU	27999	31999			Poco	Черный		Китай	181	6.67	AMOLED	120	256	8	5000	8-ядерный Qualcomm Snapdragon 7s Gen 2 7s Gen2 2.40 ГГц	16	Три модуля (64 + 8 + 2 Mpix)
Смартфон Infinix Note 40 Pro 12/256ГБ, золотой RU	27999	32999			Infinix	Золотистый	2024-04	Китай	192	6.78	AMOLED	120	256	12	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	32	Три модуля (108 + 2 + 2 Mpix)
Смартфон TECNO Spark 10 Pro 128GB Черный RU	12999	15990	5	7	TECNO	Черный	2023-04	Китай	205	6.78	IPS	90	128	8	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	32	Два модуля (50 + 0.08 Mpix)
Смартфон Infinix Note 30 8/128 Синий RU	14999		5	3	Infinix	Синий	2023-07	Китай	219	6.78	IPS	120	128	8	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16	Три модуля (64 + 2 + 0.30 Mpix)
Смартфон HONOR X9b 8/256GB Оранжевый EAC	28999	32990	5	8	HONOR	Оранжевый	2024-06	Китай	185	6.78	AMOLED		256	8	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16	Три модуля (108 + 5 + 2 Mpix)
Смартфон Samsung Galaxy S23 Ultra 512GB Бежевый EAC	109999				Samsung	Бежевый	2023-02	Вьетнам	234	6.8	Dynamic AMOLED 2X		512	12	5000	8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц	12	Четыре модуля (200 + 12 + 10 + 10 Mpix)
Смартфон Xiaomi Redmi 10C 3/64GB Mint Green RU	6999		5	11	Xiaomi	Зеленый	2022-04	Китай	190	6.71	Full HD+		64	3	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	5	Два модуля (50 + 2 Mpix)
Смартфон TECNO Camon 20 Premier 5G 512GB Голубая фиалка RU	32999	39999	5	6	TECNO	Голубой	2023-06	Китай	205	6.7	AMOLED		512	8	5000	8-ядерный MediaTek Dimensity 8050 3.00 ГГц	32	Три модуля (108 + 50 + 2 Mpix)
Смартфон TECNO Camon 30 Pro 5G 12/512GB Basaltic Dark RU	39999	49999			TECNO	Черный	2024-05	Китай	194	6.7	AMOLED	144	512	12	5000	8-ядерный MediaTek Dimensity 8200 Ultimate 5G 3.00 ГГц	50	Два модуля (50 + 2 Mpix)
Смартфон TECNO Pova Neo 3 4/128GB Синий RU	10999	12990	5	3	TECNO	Синий	2023-07	Китай		6.8	IPS		128	4	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (16 + 2 Mpix)
Смартфон HONOR 200 12/512GB Белый EAC	44999	59999			HONOR	Белый	2024-07	Китай	166	6.7	AMOLED	90	512	12	5200	8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц	50	Три модуля (50 + 50 + 12 Mpix)
Смартфон Infinix Zero 40 5G 12/256G, Moving Titanium RU	39999	40999			Infinix	Серый	2024-09	Китай	195	6.78	Full HD+	120	256	12	5000	8-ядерный MediaTek Dimensity D8200 Ultimate 3.10 ГГц	50	Три модуля (108 + 50 + 2 Mpix)
Смартфон Infinix Smart 7 HD 2/64GB Белый RU	6999	7999			Infinix	Белый	2023-07	Китай	196	6.6	IPS	60	64	2	5000	8-ядерный Unisoc SC9863A 1.60 ГГц	5	Два модуля (8 + 0.30 Mpix)
Смартфон Poco C65 128GB Black RU	9999	13999	5	1	Poco	Черный	2023-12	Китай	192	6.74	IPS		128	6	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (50 + 2 Mpix)
Смартфон TECNO Camon 30 8/256GB Белый RU	20999	25999			TECNO	Белый	2024-04	Китай	197.5	6.8	AMOLED	120	256	8	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	50	Два модуля (50 + 2 Mpix)
Смартфон HONOR X9b 12/256GB Черный EAC	30999	34990	5	8	HONOR	Черный	2024-06	Китай	185	6.78	AMOLED		256	12	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16	Три модуля (108 + 5 + 2 Mpix)
Смартфон Infinix HOT 30i 4/64 Синий RU	8499	8999	3.8	6	Infinix	Синий	2023-07	Китай	191	6.56	IPS	90	64	4	5000	8-ядерный Unisoc T606 1.60 ГГц	8	Два модуля (13 + 0.30 Mpix)
Смартфон TECNO Spark 20 8/256GB Золотистый RU	13999	14999	3	1	TECNO	Золотистый	2024-01	Китай	190	6.56	IPS	90	256	8	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	32	Два модуля (50 + 0.08 Mpix)
Смартфон TECNO Spark 9 Pro 128GB Белый RU	8999		5	2	TECNO	Белый	2022-08	Китай	197	6.6	TFT		128	4	5000	8-ядерный MediaTek 6769V/CZ 2.00 ГГц	32	Три модуля (50 + 2 + 8 Mpix)
Смартфон realme 12 5G 8/256GB Purple RU	20999		5	8	realme	Фиолетовый	2024-05	Китай	191	6.72	IPS	120	256	8	5000	8-ядерный MediaTek Dimensity 6100+ 2.20 ГГц	8	Два модуля (108 + 2 Mpix)
Смартфон HONOR X8a 128GB Черный RU	16999	24999	5	5	HONOR	Черный	2023-02	Китай	179	6.7	IPS		128	6	4500	8-ядерный MediaTek Helio G88 2.00 ГГц	16	Три модуля (100 + 5 + 2 Mpix)
Смартфон realme C67 8/256GB Зеленый оазис RU	18999	20999	4.9	17	realme	Зеленый		Китай	185	6.72	IPS		256	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	8	Два модуля (108 + 2 Mpix)
Смартфон Xiaomi Redmi 12 4/128GB Midnight Black RU	10999		4.8	5	Xiaomi	Черный	2023-06	Китай	199	6.79	Full HD+		128	4	5000	8-ядерный MediaTek HelioG88 2.00 ГГц	8	Три модуля (50 + 8 + 2 Mpix)
Смартфон TECNO Camon 30 Premier 5G 12/512GB Black RU	49999	57999			TECNO	Черный	2024-04	Китай	210	6.7	AMOLED	120	512	12	5000	8-ядерный MediaTek Dimensity 8200 3.00 ГГц	50	Три модуля (50 + 50 + 50 Mpix)
Смартфон realme C30s 3/64GB Голубой RU	5499		5	2	realme	Голубой	2023-04	Китай	186	6.5	HD Plus IPS		64	3	5000	8-ядерный Unisoc SC9863A 1.60 ГГц	5	8 Mpix
Смартфон realme C51 4/128GB Зеленый RU	9999	14990	5	6	realme		2023-10	Китай	186	6.74	IPS		128	4	5000	8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц	5	Два модуля (50 + 0.08 Mpix)
Смартфон Itel A70 4/256GB Blue RU	8499		5	1	Itel	Синий	2024-02	Китай	195	6.6	IPS		256	4	5000	8-ядерный Unisoc T603 1.60 ГГц	8	Два модуля (13 + 0.08 Mpix)
Смартфон TECNO Pova 5 8/128GB Золотой RU	14499	17990	4.9	10	TECNO	Золотистый	2023-07	Китай	210	6.8	IPS	120	128	8	6000	8-ядерный MediaTek Helio G99 2.20 ГГц	8	Два модуля (50 + 2 Mpix)
Смартфон HONOR 200 12/512GB Чёрный EAC	44999	59999			HONOR	Черный	2024-07	Китай	166	6.7	AMOLED	90	512	12	5200	8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц	50	Три модуля (50 + 50 + 12 Mpix)
Смартфон Itel A60s 128GB Черный RU	6499		4.5	4	Itel	Черный	2022-09	Китай	190	6.56	TFT IPS		128	4	5000	8-ядерный Unisoc SC9863A 1.60 ГГц	5	Два модуля (8 + 0.50 Mpix)
Смартфон Xiaomi Redmi 13 6/128GB, Blue RU	15499	16499			Xiaomi	Голубой	2024-06	Китай	205	6.79	IPS LCD	90	128	6	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13	Два модуля (108 + 2 Mpix)
Смартфон Xiaomi Redmi 13C 128GB Белый RU	10999	11999	3	1	Xiaomi	Белый	2023-12	Китай	192	6.74	IPS	90	128	4	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон Xiaomi Redmi 13 8/256GB, Gold RU	17999	19999			Xiaomi	Золотистый	2024-06	Китай	205	6.79	IPS LCD	90	256	8	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13	Два модуля (108 + 2 Mpix)
Смартфон HONOR 90 256GB Арктический лед EAC	36999	40999	4.5	10	HONOR	Голубой		Китай	183	6.7	AMOLED	120	256	8	5000	8-ядерный Qualcomm Snapdragon 7 Gen 1 2.50 ГГц	50	Три модуля (200 + 12 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro+ 5G 12GB/512GB Moonlight White  RU	50999	51999			Xiaomi	Белый	2024-01	Китай	205	6.67	AMOLED	120	512	12	5000	8-ядерный MediaTek Dimensity 7200 Ultra 2.80 ГГц	16	Три модуля (200 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A15 8/256GB Темно-синий RU	19999	21999			Samsung	Черный	2024-01		200	6.5	AMOLED		256	8	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон Infinix Zero 30 8/256 Золотистый RU	21999	28999			Infinix	Золотистый	2024-02	Китай	182	6.78	AMOLED	90	256	8	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	50	Два модуля (108 + 2 Mpix)
Смартфон HUAWEI nova 10 SE 256GB Черный EAC	17999		4.8	8	HUAWEI	Черный	2024-01	Китай	184	6.67	OLED		256	8	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16	Три модуля (108 + 8 + 2 Mpix)
Смартфон TECNO Spark Go 1 3/64GB, Glittery White RU	8499	8999			TECNO	Белый	2024-10	Китай	195	6.67	IPS	120	64	3	5000	8-ядерный Unisoc T615 1.80 ГГц	8	13 Mpix
Смартфон Samsung Galaxy S24 Ultra 12/512GB Черный Титан EAC	129999		5	3	Samsung	Черный	2024-01		168	6.8	Dynamic AMOLED 2X	120	512	12	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон Samsung Galaxy A55 8/256GB Голубой EAC	42999	45999	4.5	2	Samsung	Голубой	2024-03		213	6.6	Super AMOLED	120	256	8	5000	8-ядерный Samsung Exynos 1480 2.40 ГГц	32	Три модуля (50 + 12 + 5 Mpix)
Смартфон TECNO Pova Neo 3 4/128GB Черный RU	10999	12990	5	3	TECNO	Черный	2023-07	Китай		6.8	IPS		128	4	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (16 + 2 Mpix)
Смартфон realme 12 8/128GB, Skyline Blue RU	19999	20999	5	12	realme	Синий	2024-06	Китай	187	6.67	Full HD Plus AMOLED	120	128	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16	Два модуля (50 + 2 Mpix)
Смартфон Itel S23 128GB Черный RU	6499	9190	5	5	Itel		2023-09	Китай	195	6.56	LCD		128	4	5000	8-ядерный Unisoc T606 1.60 ГГц	8	Два модуля (50 + 8 Mpix)
Смартфон TECNO Pova 6 12/256GB Meteorite Gray RU	22499	26990	5	2	TECNO	Серый	2024-03	Китай	195	6.8	Full HD Plus AMOLED	120	256	12	6000	8-ядерный MediaTek MediaTek G99 Ultimate 2.40 ГГц	32	108 Mpix
Смартфон TECNO Spark Go 1 3/64GB, Startrail Black RU	8499	8999			TECNO	Черный	2024-10	Китай	195	6.67	IPS	120	64	3	5000	8-ядерный Unisoc T615 1.80 ГГц	8	13 Mpix
Смартфон Xiaomi Redmi 13C 256GB Черный RU	13999	14999	3	1	Xiaomi	Черный	2023-12	Китай	192	6.74	IPS	90	256	8	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон Samsung Galaxy A25 8/256GB Желтый EAC	28999				Samsung	Желтый	2024-01		197	6.5	Super AMOLED	90	256	8	5000	8-ядерный Exynos Exynos 1280 2.40 ГГц	13	Три модуля (50 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A15 4/128GB Голубой RU	14999	15999			Samsung	Голубой	2024-01		200	6.5	AMOLED		128	4	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон Samsung Galaxy S22 256GB Черный фантом RU	56999		4.4	8	Samsung	Черный	2022-02	Вьетнам	167	6.1	Dynamic AMOLED 2X		256	8	3700	8-ядерный Samsung Exynos 2200	10	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme Note 50 4/128GB Черный RU	8999	9990	4.8	12	realme	Черный	2024-01	Китай	190	6.7	IPS		128	4	5000	8-ядерный Unisoc Tiger T612 1.80 ГГц	5	Два модуля (13 + 0.08 Mpix)
Смартфон Samsung Galaxy S23 Ultra 1TB Зеленый EAC					Samsung	Зеленый	2023-02	Вьетнам	234	6.8	Dynamic AMOLED 2X		1	12	5000	8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц	12	Четыре модуля (200 + 12 + 10 + 10 Mpix)
Смартфон Samsung Galaxy S24 8/256GB Фиолетовый EAC	82999		5	3	Samsung	Фиолетовый	2024-01		168	6.2	Dynamic AMOLED 2X	120	256	8	4000	8-ядерный Exynos 2400 3.30 ГГц	12	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme 12 8/512GB, Skyline Blue RU	25999	29999	5	12	realme	Синий	2024-06	Китай	187	6.67	Full HD Plus AMOLED	120	512	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16	Два модуля (50 + 2 Mpix)
Смартфон Xiaomi Redmi Note 12 6/128GB Mint Green RU	13999	22990	3.3	3	Xiaomi	Зеленый	2023-03	Китай	186	6.67	AMOLED	120	128	6	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	13	Три модуля (50 + 8 + 2 Mpix)
Смартфон TECNO Pova 5 8/256GB Синий RU	15999	19990	4.9	10	TECNO	Синий	2023-07	Китай	210	6.8	IPS	120	256	8	6000	8-ядерный MediaTek Helio G99 2.20 ГГц	8	Два модуля (50 + 2 Mpix)
Смартфон Infinix Zero 40 5G 12/256G, Rock Black RU	39999	40999			Infinix	Черный	2024-09	Китай	195	6.78	Full HD+	120	256	12	5000	8-ядерный MediaTek Dimensity D8200 Ultimate 3.10 ГГц	50	Три модуля (108 + 50 + 2 Mpix)
Смартфон realme 12 Pro 12/512GB Синий  RU	39999	44999	5	20	realme	Синий	2024-02	Китай	190	6.7	AMOLED		512	12	5000	8-ядерный Qualcomm Snapdragon 6 Gen1 2.60 ГГц	16	Три модуля (50 + 32 + 32 Mpix)
Смартфон Infinix HOT 40i 8/256 Синий RU	12999	15999	3.5	2	Infinix	Синий	2024-02	Китай	190	6.56	IPS	90	256	8	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	32	Два модуля (50 + 0.20 Mpix)
Смартфон Xiaomi Redmi 13 8/256GB, Blue RU	17999	19999			Xiaomi	Голубой	2024-06	Китай	205	6.79	IPS LCD	90	256	8	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13	Два модуля (108 + 2 Mpix)
Смартфон HONOR X7a Plus 6/128GB Синий EAC	17999	19999			HONOR	Синий	2023-07	Китай	196	6.74	LCD		128	6	6000	8-ядерный MediaTek 6765H 2.30 ГГц	8	Четыре модуля (50 + 5 + 2 + 2 Mpix)
Смартфон HONOR X6a 128GB Искрящийся зеленый EAC	14999	15999			HONOR	Зеленый		Китай	188	6.56	TFT LCD		128	4	5200	8-ядерный MediaTek Helio G36 2.20 ГГц	5	Три модуля (50 + 2 + 2 Mpix)
Смартфон HONOR 90 Lite 256GB Синий EAC	17999	29999	5	1	HONOR	Синий		Китай	179	6.7	LTPS LCD		256	8	4500	8-ядерный MediaTek Dimensity 6020 2.20 ГГц	16	Три модуля (100 + 5 + 2 Mpix)
Смартфон Infinix HOT 30 4/128 Черный RU	11999	15999	5	4	Infinix	Черный	2023-07	Китай	196	6.78	IPS	90	128	4	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8	Два модуля (50 + 0.30 Mpix)
Смартфон Xiaomi Redmi 13 6/128GB, Gold RU	15499	16499			Xiaomi	Золотистый	2024-06	Китай	205	6.79	IPS LCD	90	128	6	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13	Два модуля (108 + 2 Mpix)
Смартфон HONOR X8 128GB Полночный черный EAC	13999		4.8	25	HONOR	Черный	2022-04	Китай	177	6.7	LTPS		128	6	4000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16	Четыре модуля (64 + 5 + 2 + 2 Mpix)
Смартфон TECNO Spark 10 8/128GB Синий RU	10999	12990	4.8	11	TECNO	Синий	2023-04	Китай	188	6.56	IPS	90	128	8	5000	8-ядерный MediaTek Helio G37 2.30 ГГц	8	Два модуля (50 + 0.08 Mpix)
Смартфон Xiaomi Redmi A3x 3/64GB Midnight Black RU	6999				Xiaomi	Черный	2024-06	Китай	199	6.78	IPS	90	64	3	5000	8-ядерный Unisoc T603 1.80 ГГц	5	8 Mpix
Смартфон Infinix Smart 8 Pro 4/256GB, синий	11999	13999			Infinix	Синий		Китай	184	6.56	HD Plus IPS	90	256	4	5000	8-ядерный MediaTek G36 2.20 ГГц	8	Два модуля (50 + 0.80 Mpix)
Смартфон realme 9i 128GB Синий RU	10999		4.9	12	realme	Синий	2022-02	Китай	192	6.6	Full HD+		128	4	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16	Три модуля (50 + 2 + 2 Mpix)
Смартфон TECNO Spark 20C 4/256GB Зеленый RU	11999	13490	5	2	TECNO	Зеленый	2024-02	Китай	189	6.56	IPS	90	256	4	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	8	Два модуля (50 + 0.08 Mpix)
Смартфон Samsung Galaxy A14 128GB Черный RU	13499				Samsung	Черный	2023-03		201	6.6	PLS TFT LCD		128	4	5000	8-ядерный Exynos 850 2.00 ГГц	13	Четыре модуля (50 + 5 + 2 + 2 Mpix + 3D ToF)
Смартфон realme 12 Pro 8/256GB Синий  RU	35999	39999	5	20	realme	Синий	2024-02	Китай	190	6.7	AMOLED		256	8	5000	8-ядерный Qualcomm Snapdragon 6 Gen1 2.60 ГГц	16	Три модуля (50 + 32 + 32 Mpix)
Смартфон realme 12 Pro+ 12/512GB Синий RU	48999	51999	5	9	realme	Синий	2024-02	Китай	190	6.7	AMOLED		512	12	5000	8-ядерный Qualcomm Snapdragon 7s Gen2 2.60 ГГц	32	Три модуля (50 + 64 + 8 Mpix)
Смартфон Samsung Galaxy Z Flip5 256GB Лаванда EAC	85999				Samsung	Сиреневый	2023-07	Вьетнам	187	6.7	Dynamic AMOLED		256	8	3700	8-ядерный Qualcomm Snapdragon 8 Gen 2 3.36 ГГц	10	Два модуля (12 + 12 Mpix)
